"audit_sha","module","source_set","index","language","kind","name","line","detection"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/DirectChatLink.kt","main","8","kotlin","fun_declaration","refusalText","125","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/DirectChatLink.kt","main","9","kotlin","fun_declaration","disconnect","139","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","1","kotlin","fun_declaration","isReady","39","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","2","kotlin","fun_declaration","ensureSession","41","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","3","kotlin","fun_declaration","send","55","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","4","kotlin","fun_declaration","watch","71","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","5","kotlin","fun_declaration","stop","95","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","6","kotlin","fun_declaration","toMap","100","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/main/kotlin/fr/mina/gateway/chat/FirebaseChatRelay.kt","main","7","kotlin","fun_declaration","toJson","119","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/test/kotlin/fr/mina/gateway/chat/ChatRepositoryTest.kt","test","1","kotlin","fun_declaration","setUp","34","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/chat/src/test/kotlin/fr/mina/gateway/chat/ChatRepositoryTest.kt","test","2","kotlin","fun_declaration","tearDown","48","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","1","kotlin","fun_declaration","uint16","21","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","2","kotlin","fun_declaration","uint32","24","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","3","kotlin","fun_declaration","uint64","27","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","4","kotlin","fun_declaration","lengthPrefixedUtf8","34","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","5","kotlin","fun_declaration","lengthPrefixedBytes","40","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","6","kotlin","fun_declaration","encodeHeader","46","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","7","kotlin","fun_declaration","encodeSignatureInput","65","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatBinaryCodec.kt","main","8","kotlin","fun_declaration","toHex","77","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","1","kotlin","fun_declaration","requireKey","32","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","2","kotlin","fun_declaration","deriveAttachmentKey","38","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","3","kotlin","fun_declaration","hkdfSha256","47","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","4","kotlin","fun_declaration","deriveDeviceWrapKey","74","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","5","kotlin","fun_declaration","epochWrapAad","91","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","6","kotlin","fun_declaration","wrapEpochKey","104","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","7","kotlin","fun_declaration","unwrapEpochKey","124","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","8","kotlin","fun_declaration","verifyAndDecrypt","141","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatCrypto.kt","main","9","kotlin","fun_declaration","randomKey","168","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatEvent.kt","main","1","kotlin","fun_declaration","decodeCanonical","68","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatEvent.kt","main","2","kotlin","fun_declaration","decode","75","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatEvent.kt","main","3","kotlin","fun_declaration","decode","140","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatEvent.kt","main","4","kotlin","fun_declaration","encode","147","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","1","kotlin","fun_declaration","equals","33","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","2","kotlin","fun_declaration","hashCode","35","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","3","kotlin","fun_declaration","uint16","38","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","4","kotlin","fun_declaration","uint32","39","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","5","kotlin","fun_declaration","encodeV2","41","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/ChatPayloadCodec.kt","main","6","kotlin","fun_declaration","decode","57","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/DeviceIdentityKeyStore.kt","main","1","kotlin","fun_declaration","getOrCreateSigningKey","15","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/DeviceIdentityKeyStore.kt","main","2","kotlin","fun_declaration","getOrCreateTransportKey","29","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","1","kotlin","fun_declaration","decodeJson","22","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","2","kotlin","fun_declaration","fields","47","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","3","kotlin","fun_declaration","framed","62","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","4","kotlin","fun_declaration","canonicalHeader","67","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","5","kotlin","fun_declaration","canonicalSigningBytes","69","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/EnvelopeCodec.kt","main","6","kotlin","fun_declaration","verifyAndDecrypt","73","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaAssembler.kt","main","1","kotlin","fun_declaration","parseMeta","26","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaAssembler.kt","main","2","kotlin","fun_declaration","assemble","47","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaChunker.kt","main","1","kotlin","fun_declaration","equals","24","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaChunker.kt","main","2","kotlin","fun_declaration","hashCode","25","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaChunker.kt","main","3","kotlin","fun_declaration","randomMediaId","28","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaChunker.kt","main","4","kotlin","fun_declaration","sha256Hex","33","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MediaChunker.kt","main","5","kotlin","fun_declaration","chunk","36","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MonotonicUlid.kt","main","1","kotlin","fun_declaration","next","28","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MonotonicUlid.kt","main","2","kotlin","fun_declaration","incrementBigEndian","42","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MonotonicUlid.kt","main","3","kotlin","fun_declaration","encodeTime","62","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MonotonicUlid.kt","main","4","kotlin","fun_declaration","encodeRandom","72","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/main/kotlin/fr/mina/gateway/protocol/MonotonicUlid.kt","main","5","kotlin","fun_declaration","decodeTime","87","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatBinaryCodecTest.kt","test","1","kotlin","fun_declaration","resource","15","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatBinaryCodecTest.kt","test","2","kotlin","fun_declaration","event","21","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatBinaryCodecTest.kt","test","3","kotlin","fun_declaration","vectors","22","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatDeviceWrapTest.kt","test","1","kotlin","fun_declaration","hex","25","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatDeviceWrapTest.kt","test","2","kotlin","fun_declaration","toHex","28","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatDeviceWrapTest.kt","test","3","kotlin","fun_declaration","privateKey","31","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatDeviceWrapTest.kt","test","4","kotlin","fun_declaration","publicKey","34","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatEventTest.kt","test","1","kotlin","fun_declaration","fixture","15","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatEventTest.kt","test","2","kotlin","fun_declaration","withField","21","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","1","kotlin","fun_declaration","resource","15","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","2","kotlin","fun_declaration","hex","18","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","3","kotlin","fun_declaration","fromHex","19","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","4","kotlin","fun_declaration","encodeMatchesSharedVectors","23","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","5","kotlin","fun_declaration","textV1PassthroughFromSharedVector","54","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","6","kotlin","fun_declaration","mediaChunkBinaryRoundTrips","67","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/ChatPayloadCodecTest.kt","test","7","kotlin","fun_declaration","rejectsUnknownVersionAndType","74","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/EnvelopeCodecTest.kt","test","1","kotlin","fun_declaration","verifiesSharedFixtureAndDecryptsPayload","19","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/EnvelopeCodecTest.kt","test","2","kotlin","fun_declaration","rejectsReplayExpiryAndInvalidSignature","32","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/MediaAssemblerTest.kt","test","1","kotlin","fun_declaration","sha256Hex","11","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/protocol/src/test/kotlin/fr/mina/gateway/protocol/MediaAssemblerTest.kt","test","2","kotlin","fun_declaration","metaOf","14","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/DeviceIdentity.kt","main","1","kotlin","fun_declaration","signingBytes","20","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/DeviceIdentity.kt","main","2","kotlin","fun_declaration","verify","29","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/DeviceIdentity.kt","main","3","kotlin","fun_declaration","deviceId","49","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/DeviceIdentity.kt","main","4","kotlin","fun_declaration","createProof","57","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/FirebaseFallback.kt","main","1","kotlin","fun_declaration","put","15","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/FirebaseFallback.kt","main","2","kotlin","fun_declaration","get","16","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/FirebaseFallback.kt","main","3","kotlin","fun_declaration","remove","17","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/FirebaseFallback.kt","main","4","kotlin","fun_declaration","enqueue","32","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/FirebaseFallback.kt","main","5","kotlin","fun_declaration","receive","44","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/LanServer.kt","main","1","kotlin","fun_declaration","authorizePeer","21","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/LanServer.kt","main","2","kotlin","fun_declaration","open","24","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/LanServer.kt","main","3","kotlin","fun_declaration","close","30","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/TransportMultiplexer.kt","main","1","kotlin","fun_declaration","send","12","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/TransportMultiplexer.kt","main","2","kotlin","fun_declaration","connect","29","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/TransportMultiplexer.kt","main","3","kotlin","fun_declaration","enqueue","39","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/TransportMultiplexer.kt","main","4","kotlin","fun_declaration","cancel","49","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/main/kotlin/fr/mina/gateway/transport/TransportMultiplexer.kt","main","5","kotlin","fun_declaration","drainOne","61","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/DeviceIdentityTest.kt","test","1","kotlin","fun_declaration","proofBindsDevicePublicKeyAndChallenge","13","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/FirebaseFallbackTest.kt","test","1","kotlin","fun_declaration","storesCiphertextWithBoundedTtlAndNoCapabilities","9","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/FirebaseFallbackTest.kt","test","2","kotlin","fun_declaration","put","12","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/FirebaseFallbackTest.kt","test","3","kotlin","fun_declaration","get","13","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/FirebaseFallbackTest.kt","test","4","kotlin","fun_declaration","remove","14","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/TransportMultiplexerTest.kt","test","1","kotlin","fun_declaration","send","14","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/TransportMultiplexerTest.kt","test","2","kotlin","fun_declaration","prioritizesControlAndFailsOverFromUsbToLan","22","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/core/transport/src/test/kotlin/fr/mina/gateway/transport/TransportMultiplexerTest.kt","test","3","kotlin","fun_declaration","rejectsUntrustedPeersBackpressureCancellationAndDuplicates","36","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","1","kotlin","fun_declaration","sign","13","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","2","kotlin","fun_declaration","signingChallenge","28","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","3","kotlin","fun_declaration","encode","50","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","4","kotlin","fun_declaration","offer","110","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","5","kotlin","fun_declaration","takeLatest","116","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraFrameEncoder.kt","main","6","kotlin","fun_declaration","droppedCount","119","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","1","kotlin","fun_declaration","snapshot","18","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","2","kotlin","fun_declaration","requestStart","21","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","3","kotlin","fun_declaration","permissionGranted","34","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","4","kotlin","fun_declaration","permissionDenied","43","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","5","kotlin","fun_declaration","streamStarted","49","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","6","kotlin","fun_declaration","switchLens","56","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","7","kotlin","fun_declaration","requestStop","63","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","8","kotlin","fun_declaration","streamStopped","70","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraSessionController.kt","main","9","kotlin","fun_declaration","selectLens","78","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","1","kotlin","fun_declaration","shouldEncode","46","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","2","kotlin","fun_declaration","transportSeen","53","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","3","kotlin","fun_declaration","transportExpired","58","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","4","kotlin","fun_declaration","getLifecycle","63","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","5","kotlin","fun_declaration","onReceive","69","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","6","kotlin","fun_declaration","onCreate","79","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","7","kotlin","fun_declaration","onStartCommand","86","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","8","kotlin","fun_declaration","onDestroy","102","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","9","kotlin","fun_declaration","onBind","114","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","10","kotlin","fun_declaration","startCamera","116","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","11","kotlin","fun_declaration","analyze","141","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","12","kotlin","fun_declaration","rgbaToJpeg","178","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","13","kotlin","fun_declaration","isDeviceLocked","198","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","14","kotlin","fun_declaration","startCameraForeground","200","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","15","kotlin","fun_declaration","notification","208","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","16","kotlin","fun_declaration","createNotificationChannel","224","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","17","kotlin","fun_declaration","transportKeepaliveMs","246","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","18","kotlin","fun_declaration","publish","251","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/main/kotlin/fr/mina/gateway/camera/CameraStreamService.kt","main","19","kotlin","fun_declaration","clear","288","sanitized_regex"
"fd5866d2580127142e46b58848da2471488f70c0","android/feature/camera/src/test/kotlin/fr/mina/gateway/camera/CameraFrameEncoderTest.kt","test","1","kotlin","fun_declaration","createsBoundedSignedMetadataForAFrame","14","sanitized_regex"
